SID,SEASON,GEN_TIME,GEN_LAT,GEN_LON,GEN_NATURE,MAX_TIME,MAX_LAT,MAX_LON,MAX_INTENSITY_KT
1976267N26269,1976,1976-09-22 12:00:00,25.5,-91.0,TS,1976-09-22 18:00:00,25.8,-90.8,25.0
1976270N13253,1976,1976-09-25 18:00:00,13.0,-107.0,TS,1976-09-29 18:00:00,19.3,-108.1,120.0
1976271N12325,1976,1976-09-26 12:00:00,12.0,-35.0,TS,1976-09-27 06:00:00,12.0,-38.8,30.0
1976271N23302,1976,1976-09-26 12:00:00,23.0,-58.0,TS,1976-09-30 12:00:00,33.1,-58.8,90.0
1976273N10270,1976,1976-09-29 00:00:00,10.0,-90.5,TS,1976-10-08 06:00:00,17.3,-102.2,125.0
1976277S08071,1977,1976-10-02 18:00:00,-8.2,70.6,TS,,,,
1976278N15321,1976,1976-10-03 12:00:00,15.0,-39.0,TS,1976-10-04 12:00:00,17.0,-46.0,30.0
1976286N11071,1976,1976-10-12 00:00:00,10.7,70.6,TS,1976-10-16 00:00:00,12.9,57.0,50.0
1976287N20314,1976,1976-10-12 12:00:00,20.0,-46.0,TS,1976-10-14 06:00:00,22.7,-48.5,30.0
1976289N09086,1976,1976-10-15 00:00:00,9.3,85.9,TS,,,,
1976297N19304,1976,1976-10-22 18:00:00,19.1,-55.8,TS,1976-10-24 12:00:00,24.9,-58.1,65.0
1976299N17244,1976,1976-10-25 06:00:00,16.8,-115.6,TS,1976-10-27 18:00:00,18.6,-114.0,45.0
1976301N07153,1976,1976-10-27 00:00:00,6.8,153.1,TS,1976-11-02 18:00:00,14.3,130.8,140.0
1976308N13088,1976,1976-11-03 00:00:00,12.8,87.5,TS,,,,
1976309N05160,1976,1976-11-03 12:00:00,5.0,160.0,DS,1976-11-08 18:00:00,19.7,126.3,60.0
1976312S09090,1977,1976-11-06 18:00:00,-9.4,89.9,TS,,,,
1976318N12066,1976,1976-11-13 00:00:00,11.9,65.6,TS,,,,
1976320N11087,1976,1976-11-15 00:00:00,10.6,87.4,TS,,,,
1976328N08090,1976,1976-11-22 12:00:00,8.0,90.4,TS,,,,
1976336N08133,1976,1976-12-01 00:00:00,8.0,133.4,TS,1976-12-04 06:00:00,12.6,125.8,45.0
1976343N15132,1976,1976-12-07 12:00:00,15.2,132.3,MX,1976-12-09 00:00:00,18.2,134.4,35.0
1976345S13179,1977,1976-12-09 12:00:00,-12.5,179.0,TS,1976-12-12 00:00:00,-21.2,200.1,55.0
1976346S11182,1977,1976-12-11 00:00:00,-11.0,-178.0,TS,1976-12-12 00:00:00,-17.5,-165.0,55.0
1976350S08103,1977,1976-12-15 00:00:00,-8.4,103.0,TS,1976-12-17 00:00:00,-9.5,97.2,55.0
1976351S13141,1977,1976-12-15 23:00:00,-12.6,140.5,TS,1976-12-18 08:00:00,-14.3,137.8,100.0
1976363N08089,1976,1976-12-28 00:00:00,7.5,88.5,TS,1976-12-31 00:00:00,11.2,92.8,55.0
1977001S11086,1977,1977-01-01 00:00:00,-10.8,86.2,TS,,,,
1977006S11121,1977,1977-01-06 00:00:00,-11.2,121.0,TS,1977-01-08 18:00:00,-13.2,124.7,80.0
1977010N10127,1977,1977-01-10 00:00:00,10.0,126.5,TS,,,,
1977011S12167,1977,1977-01-11 00:00:00,-12.2,167.2,TS,1977-01-15 15:00:00,-20.8,170.3,70.0
1977017S12046,1977,1977-01-17 06:00:00,-12.2,46.0,TS,,,,
1977017S15150,1977,1977-01-16 23:00:00,-15.4,150.2,TS,1977-01-20 06:00:00,-17.1,166.8,70.0
1977025S11064,1977,1977-01-25 00:00:00,-10.5,64.1,TS,,,,
1977026S09075,1977,1977-01-25 18:00:00,-9.0,75.3,TS,,,,
1977030S15148,1977,1977-01-29 20:00:00,-15.2,148.4,TS,1977-01-30 12:00:00,-16.1,147.1,50.0
1977033S13092,1977,1977-02-01 18:00:00,-12.5,91.8,TS,,,,
1977034S18176,1977,1977-02-03 00:00:00,-18.3,176.2,TS,1977-02-03 00:00:00,-18.3,176.2,40.0
1977039S12105,1977,1977-02-08 06:00:00,-11.8,104.9,TS,,,,
1977040S14161,1977,1977-02-09 00:00:00,-14.0,160.5,TS,1977-02-09 18:00:00,-14.7,160.1,45.0
1977040S16148,1977,1977-02-08 20:00:00,-15.8,148.0,TS,1977-02-11 12:00:00,-15.1,150.0,40.0
1977041S10076,1977,1977-02-10 06:00:00,-10.0,76.0,TS,,,,
1977041S17157,1977,1977-02-09 17:00:00,-16.6,156.5,TS,1977-02-11 06:00:00,-16.4,158.3,45.0
1977043S16148,1977,1977-02-12 02:00:00,-15.5,147.7,TS,1977-02-12 11:00:00,-15.7,147.5,40.0
1977044S09099,1977,1977-02-13 00:00:00,-9.0,99.4,TS,1977-02-19 15:00:00,-13.2,81.8,70.0
1977051S19194,1977,1977-02-20 00:00:00,-18.5,-166.5,TS,1977-02-21 00:00:00,-21.0,-162.0,40.0
1977061S14125,1977,1977-03-02 01:00:00,-14.0,124.5,TS,1977-03-07 00:00:00,-20.5,116.5,85.0
1977066S14140,1977,1977-03-06 17:00:00,-14.0,140.1,TS,1977-03-07 12:00:00,-13.3,142.1,55.0
1977068S11168,1977,1977-03-09 00:00:00,-11.0,168.0,TS,1977-03-10 00:00:00,-12.2,165.8,55.0
1977074S19184,1977,1977-03-14 18:00:00,-19.0,-176.0,TS,1977-03-16 00:00:00,-21.2,-171.9,55.0
1977082N03165,1977,1977-03-23 00:00:00,2.5,164.5,TS,1977-03-27 18:00:00,5.1,159.5,50.0
1977083S15125,1977,1977-03-24 00:00:00,-15.0,124.5,TS,1977-03-26 06:00:00,-18.8,118.7,90.0
1977106S12202,1977,1977-04-16 00:00:00,-12.0,-158.0,TS,1977-04-20 21:00:00,-19.9,-152.8,78.0
1977118S08134,1977,1977-04-28 00:00:00,-7.5,134.4,TS,1977-05-01 00:00:00,-10.2,128.4,70.0
1977129N08084,1977,1977-05-09 00:00:00,7.6,84.4,TS,1977-05-12 06:00:00,19.9,89.2,60.0
1977144N18125,1977,1977-05-24 00:00:00,18.2,124.9,TS,1977-05-26 00:00:00,19.8,129.1,30.0
1977146N12253,1977,1977-05-25 15:00:00,11.8,-107.0,TS,1977-05-28 12:00:00,17.8,-110.7,55.0
1977151N12272,1977,1977-05-30 18:00:00,12.1,-87.8,TS,1977-05-30 18:00:00,12.1,-87.8,30.0
1977160N16071,1977,1977-06-09 00:00:00,15.8,70.6,TS,1977-06-12 06:00:00,20.3,61.3,60.0
1977161N06134,1977,1977-06-10 00:00:00,6.0,134.0,MX,1977-06-15 03:00:00,19.0,116.7,60.0
1977161N13268,1977,1977-06-09 18:00:00,13.2,-92.5,TS,1977-06-10 00:00:00,14.0,-93.0,29.0
1977165N25266,1977,1977-06-13 12:00:00,25.0,-94.5,TS,1977-06-13 18:00:00,26.0,-94.8,25.0
1977177N13251,1977,1977-06-25 12:00:00,13.0,-109.0,TS,1977-06-26 12:00:00,15.0,-114.0,35.0
1977184N13117,1977,1977-07-03 00:00:00,12.5,116.8,TS,1977-07-05 00:00:00,17.6,113.8,30.0
1977184N15249,1977,1977-07-03 00:00:00,14.5,-110.9,TS,1977-07-04 06:00:00,15.2,-114.7,80.0
1977189N14243,1977,1977-07-08 00:00:00,13.6,-117.0,TS,1977-07-08 15:00:00,15.2,-120.0,30.0
1977190N13255,1977,1977-07-09 00:00:00,13.4,-105.2,TS,1977-07-09 00:00:00,13.4,-105.2,30.0
1977194N06142,1977,1977-07-13 00:00:00,6.5,142.0,DS,1977-07-20 03:00:00,18.0,111.6,75.0
1977199N26273,1977,1977-07-18 06:00:00,25.8,-86.8,TS,1977-07-18 18:00:00,28.3,-87.2,30.0
1977200N10138,1977,1977-07-19 00:00:00,10.0,138.0,TS,1977-07-23 21:00:00,19.4,121.0,85.0
1977206N12225,1977,1977-07-25 00:00:00,11.8,-135.0,TS,1977-07-25 00:00:00,11.8,-135.0,25.0
1977206N24137,1977,1977-07-25 06:00:00,24.0,137.0,TS,1977-07-30 06:00:00,23.3,125.3,110.0
1977207N26276,1977,1977-07-25 12:00:00,25.5,-84.0,TS,1977-07-25 18:00:00,25.4,-84.8,25.0
1977211N20138,1977,1977-07-29 12:00:00,20.0,138.0,TS,1977-08-01 09:00:00,26.3,140.5,45.0
1977214N12343,1977,1977-08-01 12:00:00,11.5,-17.5,TS,1977-08-02 06:00:00,11.5,-23.5,30.0
1977214N15233,1977,1977-08-01 16:00:00,15.4,-127.1,TS,1977-08-02 06:00:00,15.3,-130.1,27.0
1977224N23149,1977,1977-08-12 06:00:00,23.0,149.0,DS,,,,
1977225N18254,1977,1977-08-13 00:00:00,17.6,-106.5,TS,1977-08-14 18:00:00,20.3,-109.3,65.0
1977227N24144,1977,1977-08-14 12:00:00,24.0,144.0,DS,,,,
1977228N19133,1977,1977-08-16 00:00:00,18.5,132.5,TS,1977-08-23 12:00:00,31.5,127.5,60.0
1977233N24123,1977,1977-08-20 12:00:00,23.5,123.0,TS,,,,
1977233N28132,1977,1977-08-21 06:00:00,28.3,132.0,TS,1977-08-22 00:00:00,30.9,136.3,40.0
1977239N22151,1977,1977-08-27 00:00:00,22.0,151.0,DS,,,,
1977242N27272,1977,1977-08-29 12:00:00,26.9,-88.4,TS,1977-09-02 06:00:00,24.2,-97.1,150.0
1977243N05156,1977,1977-08-31 00:00:00,4.5,155.9,TS,1977-09-08 03:00:00,20.9,127.1,130.0
1977243N14129,1977,1977-08-30 18:00:00,13.7,129.1,TS,1977-09-03 06:00:00,18.2,113.4,35.0
1977246N27274,1977,1977-09-03 06:00:00,26.8,-86.3,SS,1977-09-05 06:00:00,28.7,-91.4,65.0
1977247N22255,1977,1977-09-03 12:00:00,21.5,-105.5,TS,1977-09-03 21:00:00,21.1,-108.2,29.0
1977249N33280,1977,1977-09-05 12:00:00,32.8,-80.0,TS,1977-09-08 12:00:00,35.5,-67.7,65.0
1977254N19147,1977,1977-09-11 06:00:00,19.3,146.7,TS,1977-09-20 03:00:00,20.2,119.3,75.0
1977255N15145,1977,1977-09-12 06:00:00,15.0,144.5,TS,1977-09-15 12:00:00,22.6,143.6,60.0
1977256N14241,1977,1977-09-13 00:00:00,14.0,-118.8,TS,1977-09-13 12:00:00,16.0,-121.0,35.0
1977261N10325,1977,1977-09-17 12:00:00,10.0,-35.5,TS,1977-09-17 18:00:00,10.0,-36.7,25.0
1977263N17251,1977,1977-09-19 12:00:00,17.0,-109.4,TS,1977-09-20 03:00:00,17.8,-113.1,30.0
1977264N14133,1977,1977-09-21 00:00:00,14.3,132.8,TS,1977-09-24 00:00:00,19.6,116.7,55.0
1977264N14236,1977,1977-09-20 12:00:00,13.9,-124.2,TS,1977-09-22 18:00:00,18.0,-127.3,90.0
1977266N20265,1977,1977-09-22 12:00:00,20.0,-95.0,TS,1977-09-22 18:00:00,20.5,-95.8,25.0
1977267N11254,1977,1977-09-23 21:00:00,10.7,-106.5,TS,1977-09-24 00:00:00,10.8,-106.6,35.0
1977270N29289,1977,1977-09-26 18:00:00,28.5,-71.5,TS,1977-09-29 00:00:00,38.3,-57.0,75.0
1977275N10314,1977,1977-10-01 12:00:00,10.0,-46.0,TS,1977-10-02 12:00:00,11.0,-51.0,30.0
1977276N16155,1977,1977-10-02 12:00:00,16.0,155.0,TS,1977-10-08 03:00:00,31.4,147.8,70.0
1977277N15253,1977,1977-10-04 00:00:00,15.3,-107.2,TS,1977-10-05 12:00:00,20.0,-113.2,75.0
1977277N28317,1977,1977-10-03 12:00:00,27.5,-43.0,TS,1977-10-04 06:00:00,28.6,-43.3,30.0
1977284N24153,1977,1977-10-11 00:00:00,24.0,153.0,TS,1977-10-13 06:00:00,34.8,158.3,40.0
1977285N13150,1977,1977-10-12 00:00:00,13.0,150.0,DS,,,,
1977287N10145,1977,1977-10-14 06:00:00,10.0,145.0,TS,1977-10-18 06:00:00,20.2,132.6,55.0
1977287N27297,1977,1977-10-13 18:00:00,26.9,-62.9,TS,1977-10-15 06:00:00,42.4,-61.5,70.0
1977290N17277,1977,1977-10-16 18:00:00,17.3,-83.2,TS,1977-10-18 00:00:00,17.3,-85.0,50.0
1977291N07148,1977,1977-10-18 00:00:00,7.0,148.0,TS,1977-10-25 03:00:00,25.9,154.5,90.0
1977292N11063,1977,1977-10-19 00:00:00,10.6,63.0,TS,,,,
1977295N14245,1977,1977-10-22 06:00:00,14.1,-115.1,TS,1977-10-22 06:00:00,14.1,-115.1,30.0
1977298N26265,1977,1977-10-24 12:00:00,25.5,-95.5,TS,1977-10-25 00:00:00,27.5,-92.8,30.0
1977300N13092,1977,1977-10-27 00:00:00,13.0,92.2,TS,1977-10-31 06:00:00,14.9,80.3,40.0
1977300N15162,1977,1977-10-27 00:00:00,14.8,162.0,TS,1977-10-29 18:00:00,22.1,157.0,65.0
1977308N07156,1977,1977-11-04 00:00:00,7.0,155.8,TS,1977-11-10 09:00:00,14.8,133.6,125.0
1977310S08163,1978,1977-11-05 12:00:00,-7.8,162.6,TS,1977-11-08 12:00:00,-11.6,153.0,50.0
1977313N09092,1977,1977-11-09 00:00:00,8.5,91.6,TS,1977-11-18 12:00:00,10.5,67.7,110.0
1977318N06093,1977,1977-11-14 00:00:00,6.0,92.5,TS,1977-11-18 18:00:00,14.3,81.5,110.0
1977322S04083,1978,1977-11-18 06:00:00,-4.0,82.5,TS,1977-11-21 12:00:00,-11.2,79.3,92.0
1977328S06177,1978,1977-11-24 00:00:00,-6.0,176.7,TS,1977-11-27 12:00:00,-13.9,174.8,70.0
1977330N07169,1977,1977-11-26 00:00:00,7.4,168.9,TS,1977-12-03 21:00:00,14.1,128.9,115.0
1977337S13076,1978,1977-12-03 00:00:00,-13.3,75.7,TS,1977-12-04 06:00:00,-13.2,74.1,36.0
1977339S11204,1978,1977-12-05 00:00:00,-11.0,-156.0,TS,1977-12-07 12:00:00,-12.3,-148.2,40.0
1977347S08097,1978,1977-12-13 00:00:00,-7.6,96.5,TS,1977-12-16 21:00:00,-11.6,84.3,50.0
1977352N05171,1977,1977-12-18 06:00:00,5.0,171.0,TS,1977-12-25 09:00:00,11.6,169.0,93.0
1977357S11184,1978,1977-12-23 00:00:00,-11.0,183.5,NR,1977-12-25 12:00:00,-16.9,180.3,55.0
1977357S16146,1978,1977-12-22 12:00:00,-16.4,145.9,TS,,,,
1977360S10065,1978,1977-12-26 06:00:00,-9.5,64.5,TS,,,,
1977360S10069,1978,1977-12-26 06:00:00,-10.0,68.7,TS,1977-12-27 06:00:00,-13.0,73.0,28.0
1977362S10073,1978,1977-12-28 06:00:00,-10.3,72.5,TS,1977-12-30 06:00:00,-14.6,68.6,44.0
1977365S09188,1978,1977-12-31 00:00:00,-8.5,187.5,TS,1978-01-04 00:00:00,-14.6,174.3,100.0
1978006N06169,1978,1978-01-06 00:00:00,5.5,169.0,TS,1978-01-12 15:00:00,19.4,169.7,60.0
1978010S11129,1978,1978-01-10 00:00:00,-10.6,129.0,TS,1978-01-16 00:00:00,-17.6,92.2,90.0
1978016S10066,1978,1978-01-16 06:00:00,-10.1,65.9,TS,1978-01-21 06:00:00,-20.9,58.4,82.0
1978019N22316,1978,1978-01-18 12:00:00,22.0,-44.0,SS,1978-01-20 12:00:00,23.3,-52.0,40.0
1978026S19081,1978,1978-01-26 06:00:00,-18.9,81.5,TS,1978-01-26 06:00:00,-18.9,81.5,36.0
1978027S16115,1978,1978-01-27 01:00:00,-16.0,114.8,TS,1978-01-31 00:00:00,-16.9,119.9,85.0
1978027S18043,1978,1978-01-27 06:00:00,-18.0,42.7,TS,1978-01-29 06:00:00,-24.6,46.7,36.0
1978032S09187,1978,1978-01-31 12:00:00,-8.5,187.0,NR,1978-02-05 00:00:00,-18.0,172.5,85.0
1978032S21147,1978,1978-02-01 00:00:00,-20.8,146.6,TS,,,,
1978038S06049,1978,1978-02-07 06:00:00,-6.0,49.0,TS,1978-02-11 06:00:00,-11.3,47.1,52.0
1978043S16072,1978,1978-02-12 06:00:00,-16.1,72.3,TS,1978-02-16 06:00:00,-19.5,80.2,28.0
1978044S14075,1978,1978-02-13 06:00:00,-14.0,75.0,TS,1978-02-19 06:00:00,-20.8,81.5,36.0
1978045S13179,1978,1978-02-13 12:00:00,-12.8,179.1,TS,1978-02-23 12:00:00,-17.3,197.2,85.0
1978047S12168,1978,1978-02-15 12:00:00,-11.8,168.2,TS,1978-02-20 00:00:00,-18.7,184.5,55.0
1978047S13197,1978,1978-02-15 12:00:00,-13.5,-163.0,NR,1978-02-17 12:00:00,-17.1,-152.7,55.0
1978056S11136,1978,1978-02-25 00:00:00,-11.2,136.4,TS,1978-02-26 17:00:00,-14.2,140.4,50.0
1978063S13055,1978,1978-03-04 06:00:00,-12.5,54.5,TS,,,,
1978063S13059,1978,1978-03-04 06:00:00,-13.4,59.2,TS,1978-03-08 06:00:00,-24.7,51.1,36.0
1978065S13056,1978,1978-03-06 09:00:00,-12.6,56.2,TS,,,,
1978072S13057,1978,1978-03-13 06:00:00,-13.0,57.0,TS,1978-03-16 06:00:00,-13.7,53.0,28.0
1978074S11068,1978,1978-03-15 00:00:00,-10.5,68.0,TS,1978-03-17 00:00:00,-11.4,68.5,36.0
1978075S14084,1978,1978-03-16 00:00:00,-13.6,83.8,TS,1978-03-20 21:00:00,-15.1,90.2,100.0
1978077S09071,1978,1978-03-18 06:00:00,-9.0,71.2,TS,1978-03-22 06:00:00,-24.1,78.9,52.0
1978086S14115,1978,1978-03-27 00:00:00,-13.7,115.0,TS,1978-04-01 18:00:00,-21.0,106.2,115.0
1978095S11120,1978,1978-04-05 00:00:00,-11.0,120.4,TS,1978-04-07 19:00:00,-12.6,115.3,50.0
1978095S11137,1978,1978-04-04 12:00:00,-11.4,136.5,TS,1978-04-15 00:00:00,-31.5,166.9,70.0
1978105N04149,1978,1978-04-15 00:00:00,3.5,149.0,TS,1978-04-23 03:00:00,16.2,113.4,85.0
1978134N11091,1978,1978-05-14 00:00:00,11.1,91.0,TS,1978-05-17 06:00:00,19.1,92.6,60.0
1978151N15260,1978,1978-05-30 12:00:00,15.0,-100.0,TS,1978-05-31 00:00:00,16.2,-101.0,65.0
1978165N20138,1978,1978-06-13 12:00:00,20.3,138.3,TS,1978-06-19 15:00:00,29.6,126.5,50.0
1978168N11242,1978,1978-06-17 00:00:00,11.2,-118.0,TS,1978-06-18 00:00:00,13.2,-122.3,50.0
1978168N14254,1978,1978-06-17 06:00:00,13.7,-106.1,TS,1978-06-21 12:00:00,13.9,-118.1,115.0
1978172N17130,1978,1978-06-21 00:00:00,16.6,130.4,TS,1978-06-23 00:00:00,18.9,124.8,45.0
1978173N25274,1978,1978-06-21 12:00:00,25.2,-86.5,TS,1978-06-21 18:00:00,25.6,-85.8,25.0
1978176N20117,1978,1978-06-24 18:00:00,19.8,116.5,DS,,,,
1978177N11130,1978,1978-06-26 00:00:00,11.1,129.5,TS,1978-06-30 12:00:00,13.5,109.5,45.0
1978178N14260,1978,1978-06-26 18:00:00,13.6,-100.1,TS,1978-06-30 12:00:00,16.8,-115.2,100.0
1978181N14235,1978,1978-06-30 06:00:00,14.0,-125.5,TS,1978-06-30 06:00:00,14.0,-125.5,25.0
1978188N15248,1978,1978-07-06 18:00:00,15.0,-112.5,TS,1978-07-09 06:00:00,18.4,-120.2,55.0
1978188N24144,1978,1978-07-07 00:00:00,23.5,144.0,DS,,,,
1978190N11254,1978,1978-07-09 00:00:00,10.8,-105.9,TS,1978-07-12 12:00:00,15.0,-115.0,120.0
1978192N15333,1978,1978-07-10 12:00:00,15.5,-27.5,TS,1978-07-11 06:00:00,15.5,-34.0,30.0
1978192N19154,1978,1978-07-11 00:00:00,18.8,153.8,TS,1978-07-16 06:00:00,22.5,137.7,70.0
1978194N11261,1978,1978-07-13 00:00:00,11.4,-99.5,TS,1978-07-16 06:00:00,14.9,-112.2,100.0
1978203N13260,1978,1978-07-22 00:00:00,13.4,-100.2,TS,1978-07-25 06:00:00,16.2,-111.1,120.0
1978203N14152,1978,1978-07-22 00:00:00,13.7,152.0,TS,1978-07-29 03:00:00,22.9,146.9,70.0
1978203N18114,1978,1978-07-22 06:00:00,17.8,114.0,TS,1978-07-26 18:00:00,21.3,113.7,55.0
1978203N18139,1978,1978-07-22 00:00:00,18.4,139.3,TS,1978-07-27 15:00:00,25.0,131.2,80.0
1978212N26263,1978,1978-07-30 18:00:00,25.7,-97.0,TS,1978-07-31 00:00:00,26.4,-97.4,45.0
1978217N16129,1978,1978-08-04 12:00:00,16.0,129.0,TS,1978-08-10 12:00:00,18.3,112.0,40.0
1978218N12212,1978,1978-08-06 00:00:00,12.3,-148.5,TS,1978-08-07 00:00:00,13.8,-153.7,30.0
1978218N25270,1978,1978-08-05 12:00:00,25.3,-90.4,TS,1978-08-07 18:00:00,21.6,-96.6,45.0
1978220N13308,1978,1978-08-07 12:00:00,13.0,-52.5,TS,1978-08-08 12:00:00,13.0,-60.5,30.0
1978220N13325,1978,1978-08-07 12:00:00,13.0,-35.0,TS,1978-08-09 00:00:00,14.0,-44.9,80.0
1978221N16143,1978,1978-08-09 06:00:00,16.0,143.0,TS,1978-08-15 03:00:00,26.8,127.9,80.0
1978221N19114,1978,1978-08-09 00:00:00,19.0,114.0,TS,,,,
1978222N11131,1978,1978-08-09 12:00:00,11.5,130.8,MX,1978-08-12 12:00:00,22.3,123.6,45.0
1978222N27270,1978,1978-08-09 12:00:00,26.5,-90.0,TS,1978-08-09 18:00:00,27.0,-90.0,25.0
1978223N18252,1978,1978-08-11 06:00:00,18.0,-108.0,TS,1978-08-13 06:00:00,20.1,-115.7,65.0
1978226N09162,1978,1978-08-14 00:00:00,9.0,162.2,TS,1978-08-19 00:00:00,25.6,141.1,40.0
1978226N19120,1978,1978-08-14 00:00:00,19.0,120.0,TS,,,,
1978230N09136,1978,1978-08-18 00:00:00,9.0,135.5,TS,1978-08-27 06:00:00,20.8,111.7,65.0
1978230N12239,1978,1978-08-18 00:00:00,12.2,-121.0,TS,1978-08-25 00:00:00,16.1,-145.8,90.0
1978231N13224,1978,1978-08-19 00:00:00,13.2,-135.8,TS,1978-08-20 00:00:00,14.4,-139.8,45.0
1978231N14251,1978,1978-08-18 18:00:00,13.6,-109.2,TS,1978-08-21 06:00:00,17.3,-117.2,90.0
1978236N11245,1978,1978-08-23 15:00:00,10.9,-114.9,TS,1978-08-29 00:00:00,15.1,-145.3,80.0
1978237N06160,1978,1978-08-25 00:00:00,5.7,160.1,TS,1978-09-02 21:00:00,21.8,141.9,105.0
1978239N23272,1978,1978-08-26 12:00:00,23.4,-88.4,TS,1978-08-29 00:00:00,29.6,-93.6,50.0
1978240N20130,1978,1978-08-27 18:00:00,19.5,129.5,TS,1978-08-30 00:00:00,23.9,128.3,40.0
1978240N27151,1978,1978-08-28 06:00:00,26.8,150.8,TS,1978-08-30 21:00:00,34.2,151.6,50.0
1978242N26300,1978,1978-08-30 00:00:00,26.2,-59.7,TS,1978-09-04 12:00:00,40.0,-63.0,120.0
1978243N13262,1978,1978-08-30 18:00:00,12.8,-98.0,TS,1978-09-03 00:00:00,19.8,-112.4,120.0
1978243N28269,1978,1978-08-30 12:00:00,27.8,-91.0,TS,1978-08-31 00:00:00,27.9,-89.6,30.0
1978247N12321,1978,1978-09-04 00:00:00,12.0,-39.0,TS,1978-09-13 00:00:00,31.8,-42.9,85.0
1978247N14344,1978,1978-09-03 12:00:00,14.0,-16.0,TS,1978-09-04 18:00:00,13.5,-22.1,30.0
1978251N12261,1978,1978-09-08 00:00:00,12.0,-99.0,TS,1978-09-08 00:00:00,12.0,-99.0,25.0
1978252N17119,1978,1978-09-08 18:00:00,16.5,119.0,DS,,,,
1978252N17124,1978,1978-09-09 00:00:00,17.0,124.0,TS,,,,
1978252N18166,1978,1978-09-09 00:00:00,18.5,165.9,MX,1978-09-15 21:00:00,33.0,145.5,90.0
1978252N23266,1978,1978-09-08 12:00:00,23.0,-94.0,TS,1978-09-09 06:00:00,23.8,-95.5,30.0
1978253N21124,1978,1978-09-09 12:00:00,21.0,123.8,TS,1978-09-14 18:00:00,32.3,127.2,65.0
1978255N30280,1978,1978-09-12 00:00:00,29.8,-80.0,SS,1978-09-18 18:00:00,39.1,-43.0,55.0
1978257N11298,1978,1978-09-13 18:00:00,11.0,-62.5,TS,1978-09-18 06:00:00,15.8,-84.3,115.0
1978260N18124,1978,1978-09-17 00:00:00,17.5,123.5,DS,,,,
1978262N13344,1978,1978-09-18 12:00:00,13.0,-16.0,TS,1978-09-19 12:00:00,12.0,-21.5,30.0
1978262N14135,1978,1978-09-19 00:00:00,13.5,135.0,DS,1978-09-25 00:00:00,17.9,110.7,50.0
1978264N08147,1978,1978-09-20 12:00:00,7.6,147.0,TS,1978-09-30 09:00:00,17.9,112.4,75.0
1978265N20269,1978,1978-09-21 12:00:00,20.0,-91.0,TS,1978-09-22 06:00:00,20.8,-94.0,30.0
1978266N14260,1978,1978-09-23 00:00:00,14.1,-100.5,TS,1978-09-25 18:00:00,21.6,-109.4,40.0
1978272N19154,1978,1978-09-29 00:00:00,19.1,154.2,TS,1978-10-03 03:00:00,29.7,151.2,70.0
1978276N14257,1978,1978-10-02 18:00:00,13.9,-102.7,TS,1978-10-04 18:00:00,19.0,-109.2,75.0
1978276N32329,1978,1978-10-02 12:00:00,31.7,-31.5,SS,1978-10-04 18:00:00,35.8,-31.4,45.0
1978279N14142,1978,1978-10-05 18:00:00,14.0,142.0,TS,1978-10-10 06:00:00,14.7,119.9,60.0
1978281N11138,1978,1978-10-08 00:00:00,11.3,138.0,TS,1978-10-13 03:00:00,23.5,122.7,83.0
1978281N18304,1978,1978-10-07 18:00:00,18.0,-55.6,TS,1978-10-09 00:00:00,19.3,-60.9,45.0
1978282N19164,1978,1978-10-08 18:00:00,19.1,163.9,MX,1978-10-12 00:00:00,23.4,152.9,30.0
1978283N06153,1978,1978-10-10 00:00:00,5.6,153.4,TS,1978-10-14 00:00:00,12.1,134.4,20.0
1978287N08166,1978,1978-10-13 12:00:00,7.8,165.5,TS,1978-10-18 21:00:00,21.8,155.3,95.0
1978287N41329,1978,1978-10-13 12:00:00,40.5,-31.0,TS,1978-10-15 12:00:00,35.0,-37.0,30.0
1978288N10185,1978,1978-10-15 00:00:00,10.0,185.4,TS,1978-10-23 09:00:00,12.0,146.3,150.0
1978289N15128,1978,1978-10-15 18:00:00,15.0,128.4,TS,,,,
1978291N10215,1978,1978-10-18 00:00:00,10.0,-144.7,TS,1978-10-22 00:00:00,14.9,-151.2,115.0
1978292N16252,1978,1978-10-18 18:00:00,15.9,-107.7,TS,1978-10-18 18:00:00,15.9,-107.7,35.0
1978298N13090,1978,1978-10-25 00:00:00,12.5,90.3,TS,1978-10-27 12:00:00,19.2,87.8,40.0
1978300N08334,1978,1978-10-26 12:00:00,8.0,-26.0,TS,1978-10-27 00:00:00,8.0,-28.0,25.0
1978302N24287,1978,1978-10-28 18:00:00,23.5,-72.7,TS,1978-10-30 12:00:00,28.9,-72.6,70.0
1978303N14131,1978,1978-10-29 18:00:00,14.0,131.0,MX,1978-11-02 00:00:00,11.1,114.1,45.0
1978304N14148,1978,1978-10-31 00:00:00,13.8,147.5,TS,1978-11-04 09:00:00,22.6,147.0,60.0
1978307N10082,1978,1978-11-03 00:00:00,10.1,81.8,TS,1978-11-08 18:00:00,17.8,62.4,80.0
1978308N30285,1978,1978-11-03 12:00:00,30.0,-75.0,TS,1978-11-03 18:00:00,30.9,-74.7,25.0
1978317N09150,1978,1978-11-13 00:00:00,8.5,150.0,DS,,,,
1978320N04155,1978,1978-11-16 00:00:00,3.8,155.0,TS,1978-11-21 09:00:00,16.6,132.1,125.0
1978320N15130,1978,1978-11-15 18:00:00,15.3,130.1,TS,1978-11-16 18:00:00,15.3,128.9,25.0
