SID,SEASON,GEN_TIME,GEN_LAT,GEN_LON,GEN_NATURE,MAX_TIME,MAX_LAT,MAX_LON,MAX_INTENSITY_KT
1944071S18115,1944,1944-03-11 06:00:00,-18.0,115.1,NR,,,,
1944075S13185,1944,1944-03-15 00:00:00,-12.7,185.1,TS,,,,
1944077S10059,1944,1944-03-16 18:00:00,-10.0,59.1,NR,,,,
1944082S13042,1944,1944-03-22 06:00:00,-12.6,42.3,NR,,,,
1944084S12156,1944,1944-03-23 23:00:00,-12.3,156.1,NR,,,,
1944090S12054,1944,1944-03-30 06:00:00,-12.1,53.9,NR,,,,
1944092S07074,1944,1944-04-01 06:00:00,-7.1,73.5,NR,,,,
1944092S11057,1944,1944-04-01 06:00:00,-10.5,56.8,NR,,,,
1944134N16142,1944,1944-05-12 12:00:00,15.6,141.8,TS,,,,
1944141N15092,1944,1944-05-20 00:00:00,14.8,91.9,TS,,,,
1944163N11139,1944,1944-06-11 00:00:00,10.8,139.1,TS,,,,
1944166N17070,1944,1944-06-14 00:00:00,16.8,70.2,TS,,,,
1944167N22091,1944,1944-06-15 00:00:00,21.7,90.8,TS,,,,
1944190N13114,1944,1944-07-07 12:00:00,12.6,114.2,TS,,,,
1944191N19087,1944,1944-07-09 00:00:00,18.7,87.3,TS,,,,
1944195N20291,1944,1944-07-13 06:00:00,19.6,-68.6,TS,1944-07-17 00:00:00,32.2,-74.8,70.0
1944198N14130,1944,1944-07-15 12:00:00,13.7,129.5,TS,,,,
1944201N22087,1944,1944-07-19 00:00:00,22.3,87.2,TS,,,,
1944205N18125,1944,1944-07-22 12:00:00,18.2,124.6,TS,,,,
1944205N21091,1944,1944-07-23 00:00:00,20.9,91.0,TS,,,,
1944206N13303,1944,1944-07-24 06:00:00,13.4,-56.6,TS,1944-07-25 06:00:00,14.7,-63.9,55.0
1944210N15134,1944,1944-07-28 09:00:00,14.8,133.5,TS,,,,
1944210N20090,1944,1944-07-28 00:00:00,20.0,89.5,TS,,,,
1944213N22291,1944,1944-07-30 12:00:00,21.5,-69.0,TS,1944-08-01 12:00:00,30.5,-77.7,70.0
1944215N21140,1944,1944-08-02 09:00:00,20.8,140.0,TS,,,,
1944218N22127,1944,1944-08-05 09:00:00,21.8,127.0,TS,,,,
1944223N10135,1944,1944-08-09 12:00:00,9.9,134.8,TS,,,,
1944224N25078,1944,1944-08-11 00:00:00,24.5,78.4,TS,,,,
1944227N23084,1944,1944-08-14 00:00:00,23.1,84.4,TS,,,,
1944230N12301,1944,1944-08-16 18:00:00,12.1,-59.5,TS,1944-08-19 18:00:00,16.2,-72.2,105.0
1944231N19089,1944,1944-08-18 00:00:00,18.9,89.0,TS,,,,
1944232N20142,1944,1944-08-19 09:00:00,20.2,142.4,TS,,,,
1944232N20275,1944,1944-08-18 12:00:00,20.5,-85.0,TS,1944-08-21 00:00:00,23.1,-92.8,50.0
1944237N21091,1944,1944-08-24 00:00:00,21.1,90.5,TS,,,,
1944253N21302,1944,1944-09-09 06:00:00,20.8,-58.5,TS,1944-09-13 06:00:00,27.4,-74.3,140.0
1944253N25265,1944,1944-09-09 00:00:00,25.0,-95.0,TS,1944-09-10 18:00:00,29.1,-89.6,55.0
